1, 18.40
2, 4.40
3, 5.94
4, 7.79
5, 9.78
6, 11.75
7, 13.65
8, 15.67
9, 17.38
10, 19.43
11, 21.38
12, 23.12
13, 25.24
14, 27.07
15, 28.89
16, 30.83
17, 32.80
18, 34.82
19, 36.62
20, 38.67
21, 48.20
22, 42.46
23, 44.40
24, 46.44
25, 48.33
26, 50.12
27, 52.12
28, 54.11
29, 56.23
30, 58.18
31, 61.41
32, 65.65
33, 68.78
34, 71.06
35, 68.61
36, 86.21
37, 77.27
38, 72.71
39, 74.58
40, 76.50
41, 78.34
42, 80.30
43, 82.05
44, 84.14
45, 85.95
46, 87.81
47, 89.79
48, 95.60
49, 97.66
50, 95.58
51, 97.64
52, 99.25
53, 101.10
54, 103.22
55, 105.20
56, 106.83
57, 108.91
58, 110.91
59, 116.15
60, 114.89
61, 116.71
62, 118.49
63, 120.44
64, 122.25
65, 124.23
66, 126.20
67, 130.59
68, 129.84
69, 131.71
70, 133.74
71, 135.50
72, 137.50
73, 139.32
74, 144.68
75, 143.25
76, 144.87
77, 147.12
78, 149.27
79, 150.79
80, 152.69
81, 157.93
82, 156.57
83, 158.25
84, 160.39
85, 162.61
86, 164.10
87, 167.81
88, 167.94
89, 169.91
90, 171.69
91, 173.86
92, 175.51
93, 181.15
94, 179.48
95, 181.37
96, 183.34
97, 185.20
98, 190.25
99, 188.92
100, 190.76
101, 192.75
102, 194.84
103, 199.89
104, 198.35
105, 210.19
106, 200.46
107, 202.34
108, 207.27
109, 205.77
110, 207.79
111, 209.77
112, 211.45
113, 216.00
114, 215.34
115, 217.16
116, 219.27
117, 220.96
118, 226.04
119, 224.83
120, 226.46
121, 228.59
122, 232.61
123, 232.31
124, 234.53
125, 236.20
126, 240.69
127, 239.71
128, 242.01
