1, 3.56
2, 4.55
3, 5.93
4, 7.86
5, 9.80
6, 11.76
7, 13.70
8, 15.67
9, 17.61
10, 19.87
11, 22.04
12, 23.45
13, 25.42
14, 27.72
15, 29.75
16, 31.31
17, 33.69
18, 35.21
19, 37.15
20, 39.49
21, 41.03
22, 43.01
23, 45.28
24, 46.91
25, 49.16
26, 50.83
27, 53.18
28, 54.70
29, 56.82
30, 58.91
31, 60.55
32, 63.93
33, 64.42
34, 65.59
35, 67.75
36, 69.77
37, 71.35
38, 73.46
39, 75.50
40, 77.42
41, 79.08
42, 81.31
43, 83.13
44, 85.05
45, 87.10
46, 89.24
47, 91.17
48, 91.30
49, 93.50
50, 95.45
51, 97.24
52, 99.27
53, 101.08
54, 102.98
55, 104.92
56, 106.80
57, 109.19
58, 111.04
59, 111.57
60, 113.36
61, 115.37
62, 117.18
63, 119.14
64, 121.29
65, 122.88
66, 124.90
67, 127.94
68, 128.36
69, 129.79
70, 131.75
71, 133.76
72, 135.59
73, 137.49
74, 140.24
75, 142.25
76, 142.39
77, 144.91
78, 146.85
79, 148.09
80, 150.04
81, 151.67
82, 153.96
83, 155.69
84, 157.16
85, 158.00
86, 160.21
87, 161.98
88, 163.47
89, 166.51
90, 166.05
91, 167.60
92, 169.70
93, 171.51
94, 173.18
95, 175.08
96, 177.55
97, 177.84
98, 179.53
99, 182.15
100, 183.68
101, 185.63
102, 188.16
103, 188.32
104, 190.07
105, 192.04
106, 193.34
107, 195.72
108, 197.59
109, 199.16
110, 200.75
111, 202.45
112, 204.33
113, 206.46
114, 207.87
115, 209.88
116, 211.75
117, 213.32
118, 215.60
119, 217.15
120, 219.14
121, 220.71
122, 222.66
123, 224.53
124, 226.19
125, 228.35
126, 229.94
127, 231.78
128, 233.67
