1, 2.11
2, 3.98
3, 5.88
4, 7.94
5, 9.84
6, 11.75
7, 13.70
8, 15.65
9, 17.62
10, 19.70
11, 21.25
12, 23.17
13, 25.15
14, 27.04
15, 28.89
16, 30.49
17, 32.44
18, 34.37
19, 35.99
20, 37.71
21, 39.75
22, 41.30
23, 43.25
24, 45.03
25, 46.70
26, 48.62
27, 50.08
28, 51.98
29, 53.29
30, 55.18
31, 56.70
32, 58.45
33, 59.93
34, 61.78
35, 63.54
36, 65.42
37, 67.20
38, 69.01
39, 70.86
40, 72.63
41, 74.45
42, 76.30
43, 78.06
44, 79.88
45, 81.75
46, 83.55
47, 85.45
48, 87.19
49, 88.97
50, 90.84
51, 92.65
52, 94.39
53, 96.20
54, 98.12
55, 99.88
56, 101.79
57, 103.52
58, 105.30
59, 107.17
60, 108.96
61, 110.83
62, 112.62
63, 114.38
64, 116.28
65, 118.07
66, 119.86
67, 121.66
68, 123.49
69, 125.29
70, 127.12
71, 128.88
72, 130.73
73, 132.51
74, 134.34
75, 136.22
76, 138.03
77, 139.85
78, 141.66
79, 143.46
80, 145.24
81, 145.78
82, 147.29
83, 149.10
84, 150.91
85, 152.72
86, 154.46
87, 156.30
88, 158.03
89, 159.88
90, 161.69
91, 163.49
92, 165.32
93, 167.11
94, 168.86
95, 170.70
96, 172.54
97, 174.29
98, 176.09
99, 177.82
100, 179.64
101, 181.75
102, 183.19
103, 184.96
104, 187.30
105, 188.71
106, 190.41
107, 192.28
108, 194.00
109, 195.78
110, 197.62
111, 199.52
112, 201.23
113, 203.10
114, 221.24
115, 229.00
116, 228.27
117, 229.75
118, 231.51
119, 232.83
120, 234.53
121, 236.87
122, 238.44
123, 242.60
124, 242.70
125, 238.31
126, 236.62
127, 234.92
128, 233.22
