1, 1.96
2, 3.90
3, 5.75
4, 7.66
5, 9.45
6, 11.27
7, 13.06
8, 14.82
9, 16.50
10, 18.16
11, 19.98
12, 21.80
13, 23.62
14, 25.42
15, 27.25
16, 29.06
17, 30.88
18, 32.69
19, 34.53
20, 36.32
21, 38.13
22, 39.94
23, 41.78
24, 43.37
25, 44.93
26, 46.74
27, 48.52
28, 50.33
29, 52.12
30, 53.96
31, 55.80
32, 57.70
33, 59.55
34, 61.24
35, 62.99
36, 64.76
37, 66.50
38, 68.39
39, 70.18
40, 71.89
41, 75.40
42, 78.48
43, 80.33
44, 82.34
45, 83.96
46, 85.96
47, 87.65
48, 89.61
49, 91.64
50, 93.43
51, 95.13
52, 109.45
53, 107.84
54, 109.85
55, 111.82
56, 114.00
57, 115.49
58, 116.05
59, 117.96
60, 120.09
61, 122.03
62, 123.99
63, 126.07
64, 127.99
65, 129.99
66, 132.24
67, 134.18
68, 136.36
69, 138.46
70, 140.51
71, 139.55
72, 137.58
73, 139.57
74, 141.83
75, 141.73
76, 142.13
77, 144.00
78, 145.77
79, 147.72
80, 149.58
81, 151.58
82, 153.38
83, 155.32
84, 157.28
85, 159.03
86, 160.86
87, 162.72
88, 164.71
89, 166.63
90, 168.57
91, 170.25
92, 172.21
93, 173.71
94, 175.53
95, 177.56
96, 179.27
97, 181.22
98, 183.38
99, 185.26
100, 187.11
101, 189.14
102, 190.84
103, 192.84
104, 194.61
105, 196.62
106, 198.27
107, 200.20
108, 202.02
109, 203.91
110, 205.82
111, 207.70
112, 209.68
113, 211.40
114, 213.25
115, 215.26
116, 217.19
117, 219.05
118, 220.97
119, 222.77
120, 224.75
121, 226.40
122, 228.29
123, 230.34
124, 232.07
125, 233.58
126, 235.47
127, 237.12
128, 239.18
