1, 5.11
2, 3.99
3, 5.87
4, 7.83
5, 11.25
6, 11.71
7, 13.64
8, 17.90
9, 17.30
10, 19.20
11, 21.12
12, 23.04
13, 24.99
14, 27.61
15, 31.70
16, 31.77
17, 32.54
18, 34.52
19, 36.37
20, 38.30
21, 41.34
22, 42.82
23, 44.05
24, 45.97
25, 48.54
26, 49.84
27, 51.76
28, 53.69
29, 56.11
30, 57.36
31, 59.25
32, 62.15
33, 63.09
34, 64.98
35, 67.71
36, 68.78
37, 70.67
38, 72.99
39, 74.48
40, 76.46
41, 78.70
42, 80.21
43, 84.48
44, 87.45
45, 89.22
46, 93.81
47, 92.04
48, 94.48
49, 95.81
50, 98.73
51, 99.86
52, 102.34
53, 103.59
54, 106.13
55, 107.60
56, 110.09
57, 112.31
58, 113.51
59, 117.61
60, 117.35
61, 120.19
62, 121.58
63, 123.25
64, 125.73
65, 127.21
66, 133.42
67, 131.42
68, 132.67
69, 135.42
70, 137.37
71, 138.52
72, 140.94
73, 142.86
74, 145.13
75, 146.40
76, 148.71
77, 150.63
78, 153.06
79, 158.09
80, 156.51
81, 161.29
82, 159.49
83, 160.82
84, 165.21
85, 167.04
86, 167.75
87, 171.21
88, 172.72
89, 174.23
90, 176.52
91, 177.52
92, 181.19
93, 181.48
94, 186.22
95, 185.84
96, 187.78
97, 190.06
98, 191.48
99, 193.70
100, 195.64
101, 196.42
102, 199.51
103, 200.72
104, 202.69
105, 207.37
106, 207.26
107, 208.86
108, 210.51
109, 210.47
110, 214.87
111, 215.14
112, 218.26
113, 219.89
114, 222.23
115, 224.54
116, 226.52
117, 226.39
118, 227.04
119, 228.55
120, 230.32
121, 235.60
122, 235.66
123, 238.78
124, 241.13
125, 243.71
126, 240.95
127, 244.11
128, 245.73
