1, 1.99
2, 3.93
3, 5.86
4, 7.72
5, 9.55
6, 11.39
7, 13.22
8, 14.97
9, 16.66
10, 18.34
11, 20.14
12, 21.97
13, 23.80
14, 25.64
15, 27.45
16, 29.28
17, 31.10
18, 32.94
19, 34.77
20, 36.60
21, 38.41
22, 40.22
23, 42.11
24, 43.91
25, 45.34
26, 47.08
27, 48.88
28, 50.49
29, 52.30
30, 54.10
31, 62.72
32, 64.57
33, 65.36
34, 67.26
35, 69.29
36, 71.17
37, 73.16
38, 75.19
39, 77.11
40, 78.20
41, 79.73
42, 81.66
43, 83.59
44, 85.52
45, 87.46
46, 89.40
47, 91.35
48, 93.35
49, 95.25
50, 97.18
51, 99.14
52, 101.05
53, 103.02
54, 104.95
55, 106.88
56, 108.93
57, 110.80
58, 112.76
59, 114.67
60, 116.60
61, 118.55
62, 120.49
63, 122.41
64, 124.38
65, 126.35
66, 128.28
67, 130.23
68, 132.18
69, 134.11
70, 136.07
71, 138.02
72, 139.93
73, 141.89
74, 143.79
75, 145.73
76, 147.67
77, 149.69
78, 151.56
79, 153.56
80, 155.45
81, 157.66
82, 159.59
83, 161.54
84, 162.97
85, 165.05
86, 168.05
87, 169.91
88, 171.89
89, 173.10
90, 174.91
91, 176.84
92, 178.75
93, 180.71
94, 182.68
95, 184.64
96, 186.56
97, 188.49
98, 190.43
99, 192.37
100, 194.37
101, 196.25
102, 198.21
103, 200.13
104, 202.05
105, 204.02
106, 205.96
107, 207.87
108, 209.81
109, 211.79
110, 213.70
111, 215.64
112, 217.65
113, 219.56
114, 221.54
115, 223.42
116, 225.46
117, 227.38
118, 229.28
119, 231.22
120, 233.91
121, 236.11
122, 237.51
123, 240.07
124, 242.17
125, 243.35
126, 244.84
127, 246.78
128, 248.78
