1, 4.89
2, 4.08
3, 7.51
4, 8.08
5, 10.01
6, 12.06
7, 13.95
8, 16.06
9, 17.95
10, 19.98
11, 21.94
12, 23.95
13, 25.88
14, 28.39
15, 29.51
16, 32.44
17, 33.49
18, 35.46
19, 37.41
20, 40.09
21, 41.32
22, 43.90
23, 45.32
24, 47.20
25, 49.71
26, 51.28
27, 53.06
28, 55.79
29, 57.28
30, 59.21
31, 61.13
32, 63.80
33, 65.10
34, 67.00
35, 69.64
36, 70.92
37, 72.85
38, 75.69
39, 77.66
40, 80.41
41, 82.47
42, 81.97
43, 84.47
44, 85.94
45, 88.61
46, 89.81
47, 92.45
48, 93.90
49, 96.34
50, 97.64
51, 100.34
52, 101.51
53, 104.03
54, 105.64
55, 107.86
56, 109.36
57, 111.70
58, 113.34
59, 115.88
60, 117.58
61, 119.13
62, 122.16
63, 125.15
64, 125.22
65, 127.19
66, 128.74
67, 131.10
68, 133.17
69, 134.83
70, 136.99
71, 138.89
72, 140.46
73, 142.86
74, 144.74
75, 146.72
76, 148.29
77, 150.65
78, 155.32
79, 154.53
80, 156.11
81, 158.47
82, 161.22
83, 162.36
84, 164.31
85, 165.88
86, 168.29
87, 170.15
88, 172.14
89, 174.12
90, 176.03
91, 178.03
92, 181.52
93, 181.52
94, 184.30
95, 185.82
96, 187.77
97, 189.78
98, 191.28
99, 193.28
100, 194.84
101, 197.55
102, 199.88
103, 203.42
104, 203.02
105, 204.62
106, 207.37
107, 208.92
108, 210.87
109, 213.19
110, 215.15
111, 215.96
112, 218.30
113, 222.98
114, 222.98
115, 224.53
116, 225.29
117, 228.15
118, 228.84
119, 232.01
120, 233.88
121, 236.32
122, 236.19
123, 237.95
124, 234.64
125, 237.50
126, 238.98
127, 240.81
128, 243.49
