1, 18.77
2, 4.47
3, 6.13
4, 8.05
5, 10.05
6, 12.13
7, 13.92
8, 16.20
9, 17.99
10, 20.01
11, 22.08
12, 23.99
13, 26.07
14, 28.07
15, 29.98
16, 32.01
17, 34.02
18, 46.53
19, 37.55
20, 39.57
21, 41.50
22, 49.13
23, 45.51
24, 47.30
25, 49.46
26, 51.24
27, 53.25
28, 55.33
29, 57.27
30, 59.22
31, 61.09
32, 63.10
33, 65.24
34, 67.09
35, 69.09
36, 75.85
37, 72.84
38, 79.07
39, 76.85
40, 79.01
41, 80.84
42, 82.81
43, 84.70
44, 86.64
45, 88.74
46, 90.67
47, 92.57
48, 98.38
49, 96.51
50, 101.88
51, 100.53
52, 102.66
53, 104.48
54, 106.38
55, 108.79
56, 110.40
57, 112.30
58, 114.26
59, 118.56
60, 118.33
61, 120.33
62, 122.31
63, 124.31
64, 126.10
65, 128.13
66, 130.01
67, 134.74
68, 133.97
69, 135.99
70, 138.02
71, 139.93
72, 141.84
73, 143.81
74, 149.00
75, 147.85
76, 149.63
77, 151.62
78, 153.64
79, 155.62
80, 160.53
81, 159.61
82, 161.47
83, 163.37
84, 165.39
85, 167.52
86, 171.47
87, 171.31
88, 173.29
89, 175.28
90, 177.15
91, 179.15
92, 184.30
93, 183.12
94, 185.20
95, 187.16
96, 188.69
97, 194.06
98, 192.98
99, 194.89
100, 196.97
101, 198.96
102, 206.64
103, 202.74
104, 213.69
105, 203.87
106, 205.82
107, 211.07
108, 209.47
109, 211.58
110, 213.51
111, 215.44
112, 219.45
113, 219.36
114, 221.26
115, 223.29
116, 227.68
117, 227.09
118, 229.02
119, 230.98
120, 232.78
121, 237.86
122, 236.76
123, 238.60
124, 240.88
125, 245.86
126, 244.43
127, 246.33
128, 248.43
