1, 5.41
2, 4.22
3, 6.19
4, 10.48
5, 10.05
6, 12.16
7, 14.14
8, 16.17
9, 18.18
10, 20.03
11, 22.03
12, 24.01
13, 27.17
14, 28.06
15, 30.05
16, 32.90
17, 34.03
18, 36.08
19, 39.01
20, 40.13
21, 42.13
22, 44.66
23, 46.09
24, 48.68
25, 50.12
26, 52.01
27, 54.08
28, 56.79
29, 57.93
30, 59.97
31, 62.54
32, 64.00
33, 66.07
34, 68.53
35, 70.47
36, 72.42
37, 75.10
38, 76.35
39, 78.68
40, 80.00
41, 81.91
42, 84.77
43, 86.03
44, 88.75
45, 90.66
46, 95.27
47, 92.91
48, 95.53
49, 96.86
50, 99.35
51, 100.76
52, 103.20
53, 104.85
54, 107.54
55, 109.56
56, 111.74
57, 113.06
58, 115.37
59, 116.67
60, 119.90
61, 122.20
62, 123.47
63, 125.69
64, 127.71
65, 129.47
66, 134.30
67, 132.55
68, 134.20
69, 136.03
70, 137.11
71, 138.93
72, 141.62
73, 143.51
74, 144.93
75, 146.97
76, 149.44
77, 151.12
78, 153.37
79, 156.18
80, 156.86
81, 159.33
82, 162.37
83, 162.27
84, 164.34
85, 166.24
86, 168.22
87, 170.18
88, 172.10
89, 174.28
90, 175.87
91, 178.04
92, 179.88
93, 181.91
94, 183.87
95, 188.52
96, 187.77
97, 189.33
98, 191.71
99, 193.66
100, 195.21
101, 197.51
102, 199.49
103, 201.48
104, 203.40
105, 207.35
106, 207.31
107, 209.31
108, 210.86
109, 213.19
110, 215.17
111, 217.11
112, 219.06
113, 220.60
114, 223.01
115, 224.96
116, 228.83
117, 228.81
118, 230.42
119, 232.34
120, 234.30
121, 236.69
122, 238.21
123, 240.59
124, 242.10
125, 246.09
126, 245.24
127, 247.59
128, 250.40
