1, 5.34
2, 4.06
3, 6.00
4, 7.95
5, 10.85
6, 11.91
7, 13.84
8, 15.81
9, 19.91
10, 19.54
11, 21.49
12, 23.51
13, 25.37
14, 27.34
15, 29.86
16, 32.24
17, 33.18
18, 35.15
19, 37.07
20, 39.02
21, 42.01
22, 43.60
23, 44.93
24, 46.88
25, 49.56
26, 50.76
27, 52.74
28, 54.65
29, 57.25
30, 58.51
31, 60.50
32, 63.28
33, 64.31
34, 66.30
35, 68.80
36, 70.16
37, 72.10
38, 74.81
39, 76.05
40, 78.04
41, 80.91
42, 81.91
43, 84.56
44, 85.73
45, 88.66
46, 91.64
47, 91.16
48, 92.49
49, 94.37
50, 96.91
51, 98.24
52, 100.63
53, 102.08
54, 104.78
55, 105.89
56, 108.41
57, 110.34
58, 111.69
59, 114.17
60, 115.52
61, 118.00
62, 119.44
63, 121.93
64, 123.96
65, 125.24
66, 129.14
67, 127.71
68, 129.24
69, 131.50
70, 133.60
71, 134.91
72, 137.35
73, 139.06
74, 140.68
75, 142.85
76, 144.92
77, 147.04
78, 148.22
79, 150.76
80, 152.68
81, 154.79
82, 157.09
83, 156.63
84, 158.27
85, 160.38
86, 162.04
87, 163.62
88, 166.06
89, 167.90
90, 169.91
91, 171.55
92, 173.81
93, 175.56
94, 176.90
95, 181.79
96, 180.16
97, 182.16
98, 184.21
99, 185.81
100, 187.71
101, 189.50
102, 191.38
103, 193.26
104, 195.38
105, 197.11
106, 199.27
107, 201.80
108, 201.80
109, 203.26
110, 205.48
111, 207.07
112, 209.04
113, 210.94
114, 212.73
115, 214.55
116, 216.40
117, 220.35
118, 218.61
119, 220.56
120, 222.88
121, 224.27
122, 226.43
123, 228.20
124, 229.69
125, 231.67
126, 233.46
127, 236.62
128, 235.46
